question_id,student_answer,score
2,الإيمان بالله و بملائكته و رسله و كتبه و اليوم الأخر والإبمان بالقدر خيره و شره,5
2,غسل اليدين ثلاث مرات و المضمضة و الإستنشاق و غسل اليدين الى المرفق و غسل الوجه و مسح الرأس و الأذنين ا وغسل الرجلين ,0
2,الإيمان بالله وملائكته وكتبه ورسله ةاليوم الآخر والقدر خيره وشره,5
2,ان تأمن بالله وملائكته وكتبه ورسله,3
2,ان تؤمن بالله وملاءكته وكتبه ورسله واليوم الآخر ,4
2,الايمان بالله_ وملائكته_ وكتب_ ورسل_وبيوم الاخر_وقدر خيره وشره,5
2,الإيمان بالله وملائكته وكتبه ورسله واليوم الآخر وبالقدر خيره وشره ,5
2,الإيمان بالله وملائكته وكتبه ورسله وبالقدر خيره ,4
2,الإيمان بالله وملائكته وكتبه ,2
2,الإيمان بالله وملائكته ,2
2,الايمان بالله و الملائكة و الرسل و الكتب و اليوم الآخر و القدر خيره و شره,5
2,الايمان بالله و القران و الرسول ,1
2,أركان الإيمان ستة وهي الإيمان بالغيب وبالله والملائكة ,2
2,الايمان بالله و رسله و كتبه و ملائكته و الآخرة ,4
2,الايمان بالله وملائكته وكتبه ورسوله واليوم الاخر وبالقدر خيره و شره,5
2,الايمان بالله و الملائكة و الرسل و القرآن و الآخرة ,3
2,الإيمان بالله وبالملائكة وبالكتب السماوية و بالقدر وبيوم القيامة ,4
2,الإيمان بالله وملائكته وبيوم القيامة,2
2,الايمان بالله و الملائكة و الكتب و الرسل و اليوم الآخر و القدر خيره و شره,5
2,الإيمان بالله وملائكته وبالقدر خيره وشره وبليلة القدر,2
2,أركان الإيمان ستة وهي الإيمان بالله وملائكته والقران والانجيل والتوراة والزبور وبجميع الانبياء والرسل وبالقدر وبيوم التغابن ,5
2,الإيمان بالله وملائكته وبيوم القيامة ,2
2,الإيمان بالله وملائكته وبحدوث الساعة ,2
2,الايمان بالله و الملائكة و الكتب و الرسل و اليوم الآخر و القضاء و القدر ,5
2,خمسة وهي الصلاة والزكاة والحج والصيام والشهادة,0
2,الإيمان بليلة القدر ويوم القيامة ,1
2,الايمان بالله و الملائكة و الرسل و اليوم الآخر و الكتب ,4
2,الايمان بالله و الملائكة و الكتب و الرسل و القضاء و القدر و اليوم الاخر,5
2,أركان الإيمان ستة ,0
2,الإيمان بالله وملائكته وبالقدر خيره وشره وبليلة القدر ,2
2,"أركان الإيمان ست وهي:
ان تؤمن بالله وملاءكته وكتبه ورسله واليوم الآخر وبالقدر خيره وشره. ",5
2,ان تومن بالله وملائكته وكتبه ورسله واليوم الاخر قدر خيره وشره ,5
2,أركان الإيمان ستة وهي الإيمان بالله وملائكته وكتبه ورسله وباليوم الاخر وبالقدر خيره و شره,5
2,الإيمان ما رسخ في القلب وعملت به الجوارح وصدقه العقل . له ستة أركان واجبات.  الإيمان بالله شرط الباقيات. ثم الإيمان بملائكته وكتبه ورسله وباليوم الاخر وبالقدر خيره و شره,5
2,إيمان بالله وملائكته وكتبه ورسله أجمعين وبالقدر و باليوم الاخر,5
2,أركان الإيمان ستة.  الإيمان بالله وملائكته وكتبه ورسله واليوم الآخر والقدر خيره وشره,5
2,لا أعلم ,0
