questio_id,student_answer,score
1,الشهادة  الزكاة الصيام الصلاة الحج,2.5
1,الشهادة الزكاة الصيام الصلاة الحج ,2.5
1,الشهادة الزكاة الصيام الصلاة الحج ,2.5
1,الشهادتان، الصلاة، الزكاة، الصوم،الحج,2.5
1,الشهادتان اقامة الصلاة ايتاء الزكاة صوم رمضان حج البيت ,2.5
1,الشهادتين الصوم الصلاة الزكاة الحج,2.5
1,الشهادتان _ الصلاة _ الزكاة _ الصوم _ الحج,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة ,1.5
1,الشهادتان إقام الصلاة ايتاء الزكاة و الصوم,2.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,5,0.0
1,الشهادة الصلاة الزكاة الصوم الحج ,2.5
1,الشهادتان الصلاة الزكاة الصوم ,2.0
1,أركان الإسلام خمسة وهي الصلاة والزكاة,1.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادة الصوم الصلاة الزكاة الحج ,2.5
1,الصلاة الصيام الزكاة ,1.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادة الصلاة الزكاة الصوم,2.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة ,1.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة ,1.5
1,الصلاة الزكاة الصيام الحج من استطاع إليه سبيلا ,2.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان الصلاة الزكاة الصوم الحج لمن استطاع ,2.5
1,إقامة الصلاة ايتاء الزكاة صوم رمضان ,1.5
1,أركان الإسلام خمسة وهي الصلاة الزكاة الصيام الحج وتحية المسجد ,2.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان ,2.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادتان إقامة الصلاة ,1.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.5
1,الشهادة الصلاة الزكاة الصوم,2.0
1,اقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت ,2.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,الشهادتان الصلاة الزكاة الصوم الحج ,2.5
1,ستة وهي الإيمان بالله وملائكته وكتبه ورسوله واليوم الاخر وبالقدر خيره و شركة ,0.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,5,0.0
1,إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.0
1,الشهادة الصلاة الصوم ,1.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,الشهادتان الصلاة الزكاة الصوم الحج ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة ,1.5
1,5 و هي الشهادتين الصلاة الزكاة الصوم الحج ,2.5
1,أركان الإسلام خمسة ,0.0
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان وحج البيت من استطاع اليه سبيلا ,2.5
1,الشهادتان إقامة الصلاة ايتاء الزكاة صوم رمضان والحج,2.5
1,الشهادتان إقامة الصلاة إيتاء الزكاة صوم رمضان حج بيت الله الحرام ,2.5
1,"أركان الإسلام خمس وهي:
الشهادتان، اقام الصلاة ،إيتاء الزكاة،صوم رمضان،حج بيت الله الحرام لمن استطاع إليه سبيل.",2.5
1,شهادة الا إلله الا الله وان محمد الرسول الله إقامة الصلاه إتاء الزكاة صوم رمضان وحج البيت من إستطاع إليه سبيل ,2.5
1,أركان الإسلام خمسة وهي الصلاة والزكاة والحج والصيام والشهادتان,2.5
1,قواعد الاسلام خمس واجبات . وهي الشهادتان شرط الباقيات. ثم الصلاة والزكاة في القطاع. والثوم والحج على من استطاع,2.5
1,شهادة أن لاإله إلا الله وأن محمد رسول الله صلى الله عليه وسلم ثم صلاة و زكاة وصوم وحج البيت لمن استطاع ,2.5
1,أركان الإسلام خمسة 1_الشهداتان  2_اقام الصلاة 3_ايتاء الزكاة 4_صوم رمضان 5_حج بيت الله الحرام,2.5
1,الصلاة و الصوم و الزكاة و الحج واليمان بالرسل ,2.0
