questio_id,student_answer,score
3,غسل اليدين و الرجلين و المضمضة و مسح الرأس و مسح الأذنين و غسل الوجه ,2
3,غسل اليدين و الرجلين و المضمضة و الإستنشاق و مسح الرأس و الأذنين و غسل الوجه ,2
3,غسل اليدين ثلاث مرات و المضمضة و الإستنشاق و غسل اليدين الى المرفق و غسل الوجه و مسح الرأس و الأذنين ا وغسل الرجلين ,2
3,"فرائض الوضوء : النية ، الدلك ، الفور ، غسل الوجه، غسل اليدين الى المرفقين، مسح الرأس، عسل الرجلين الى الكوعين
سنن الوضوء: المضمضة، الإستنشاق، الإستنثار ، رد مسح الرأس ، مسح الأذنين، غسل اليدين الى الكوعين، الترتيب ",5
3,النية البسملة غسل اليدين الكعين ثلاث مرات المضمضة الاستنشاق الاستنثار ثلاث مرات غسل الوجه ثلاث مرات غسل اليدين الى المرفقين ثلاث مرات مسح الراس وغسل الرجلين ثلاث مرات ,3
3,النية غسل اليدين الي المعين المضم الاستنشاق الاستنثار,1
3,النية غسل اليدين الى الكوعين المضمضة الاستنشاق الاستنثار غسل الوجه غسل اليدين الى المرفقين مسح الرأس مسح الاذنين غسل الرجلين الى الكوعين ,3
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك الفور,3
3,النية البسملة المضمضة الاستنشاق الدلك والفور,2
3,النية مسح الرأس غسل الوجه الاستنشاق والاستنثار ,1
3,غسل الوجه الاستنشاق والاستنثار البسملة مسح الرأس ,1
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق غسل الرجلين إلى الكعبين,2
3,النية البسملة غسل الوجه الاستنشاق والاستنثار الدلك والفور ,2
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق غسل الوجه الدلك والفور ,3
3,الدلك والفور غسل اليدين للمرافق غسل الوجه ,1
3,"الفرائض غسل اليدين و الوجه و غسل الرجلين 
السنن المضمضة الاستنشاق الاستنثار ",2
3,غسل الوجه غسل اليدين للمرافق مسح الرأس الدلك والفور البسملة ,2
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق غسل الوجه ,2
3,10,0
3,"الفرائض غسل اليدين الوجه الرجلين الرأس
السنن المضمضة الاستنشاق الاستنثار مسح الاذنين ",2
3,"الفرائض 7 
السنن 8 ",0
3,فرائض الوضوء سبعة وسننه ثلاثة عشر ,0
3,النية البسملة الدلك والفور غسل الوجه ,1
3,"الفرائض غسل الوجه و اليدين و القدمين و الرأس
",1
3,النية الدلك الفور غسل الوجه ,1
3,الدلك والفور غسل الوجه الاستنشاق والاستنثار ,1
3,النية المضمضة الاستنشاق الاستنثار غسل اليدين و الرجلين و الوجه و مسح الرأس و الأذنين ,3
3,البسملة المضمضة الاستنشاق والاستنثار ,1
3,النية البسملة المضمضة الاستنشاق الدلك والفور ,2
3,الدلك والفور ثم غسل اليدين إلى الكعبين والتشهد ,1
3,النية البسملة غسل اليدين الوجه الرجلين مسح الرأس و مسح الاذنين الدلك ,2
3,المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس ,1
3,سبعة وهي الدلك الفور غسل الوجه واليدين والرجلين ومسح الرأس ,2
3,البسملة غسل اليدين للمرافق مسح الرأس الدلك والفور ,1
3,النية البسملة المضمضة الاستنشاق والاستنثار الدلك والفور ,2
3,النية البسملة المضمضة الاستنشاق والاستنثار ,1
3,"الفرائض 7 
السنن 7",0
3,البسملة المضمضة الاستنشاق والاستنثار الدلك والفور ر ,2
3,نية بسملة استنشاق استنثار غسل وجه و اليدين و الرجلين و مسح الرأس و رد مسح الرأس و الدلك و التخليل بين الأصابع ,3
3,فرائضه سبعة وسننه ثلاثة عشر,0
3,النية البسملة غسل اليدين للمرافق مسح الرأس ,1
3,14,0
3,"غسل الوجه و الرأس و اليدين و الرجلين 
المضمضة الاستنشاق الاستنثار مسح الاذنين
النية البسملة ",3
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك والفور ,3
3,غسل اليدين الوجه الرجلين مسح الرأس المضمضة الاستنشاق الاستنثار مسح الاذنين الدلك ,3
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس ,2
3,المضمضة الاستنشاق الاستنثار مسح الاذنين الدلك غسل اليدين غسل الأرجل غسل الوجه مسح الرأس النية البسملة,3
3,فرائض الوضوء سبعة وسننه ثلاثة عشر ,0
3,غسل الوجه الاستنشاق والاستنثار البسملة مسح الرأس ,2
3,النية الدلك والفور البسملة المضمضة ,1
3,النية البسملة المضمضة الاستنشاق الاستنثار مسح الاذنين غسل اليدين الوجه الرجلين ,2
3,"فرائض الوضوء سبع وهي:
النية،الدلك، الفور،غسل الوجه، غسل اليدين إلى المرفقين، مسح الرأس، غسل الرجلين. 
وسننه سبع وهي:
،غسل اليدين إلى الكوعين،المضمضة، الاستنشاق،الاستنثار ،رد مسح الرأس،مسح الاذنين، ترتيب الفرائض فيما بينها. ",5
3,غسل الوجه وغسل اليدين الى المرفقين ومسح الرأس وغسل الرجلين الكعين ,1
3,"فرائضه: النية الدلك الفور مسح الرأس وغسل الرجلين الى الكعبين وغسل اليدين الى المرفقين
سننه : غسل اليدين إلى الكعين ورد مسح الرأس مسح الأذنين والبسملة في الأول",3
3,فرائض الوضوء سبع وهي دلك وفور نية في بدئه ولينو رفع حدث أو مفترض . وغسل وجه غسله اليدين ومسح الرأس غسله الرجلين,2
3,غسل الوجه واليدين الى المرفقين والرجلين الى الكعبين ومسح الرأس يتضمنهم نية و دلك وفور ,2
3,فرائض الوضوء 7 النية الدلك الفور غسل الوجه وغسل اليدين إلى المرافقين ومسح الراس وغسل الرجلين,2
3,النية ,0
