questio_id,student_answer,score
3,"فرائض الوضوء: النية، غسل الوجه وغسل اليدين إلى المرفقين ومسح الرأس وغسل الرجلين إلى الكعبين. 

سنن الوضوء: 1 – التسمية في أوله لحديث أبي هريرة رضي الله عنه قال: قال رسول الله : لا وضوء لمن لم يذكر اسم الله عليه. أخرجه أحمد, وأبو داود, وابن ماجه,
2- السواك, فيستحب للمتوضئ أن يستاك – في أول الوضوء أو عند المضمضة – لما ثبت من حديث  أبي هريرة أن رسول الله  قال : لولا أن أشق على أمتي لأمرتهم بالسواك مع كل وضوء.  أخرجه مالك, وأحمد, والنسائي, وصححه ابن خزيمة .
2- غسل الكفين ثلاثا أول الوضوء لما رواه أحمد والنسائي عن أوس قال: رأيت النبي صلى الله عليه وسلم توضأ فاستوكف ثلاثا، أي غسل كفيه ثلاثا. ولأن الذين وصفوا وضوء رسول الله صلى الله عليه وسلم ذكروا أنه يغسل كفيه ثلاثا في أوله .
3- المبالغة في المضمضة والاستنشاق لغير الصائم لحديث: وبالغ في الاستنشاق إلا أن تكون صائما. أخرجه أبو داوود والنسائي والترمذي وابن ماجه وصححه ابن خزيمة.
4- تخليل اللحية الكثيفة لما ثبت عن النبي صلى الله عليه وسلم أنه كان إذا توضأ أخذ كفا من ماء فأدخله تحت حنكه فخلل به لحيته وقال هكذا أمرني ربي عز وجل ... رواه أبو داوود وصححه الألباني .
5- تخليل أصابع اليدين والرجلين لحديث لقيط ابن صبرة: وخلل بين الأصابع. أخرجه الأربعة وصححه ابن خزيمة .
6 – البداءة باليمين قبل اليسار لحديث عائشة رضي الله عنها قالت: كان النبي يعجبه التيمن في تنعله, وترجله, وطهوره, وفي شأنه كله. متفق عليه
7 -  تكرار غسل العضو مرتين أو ثلاث.
8 – الذكر بعد الانتهاء من الوضوء.

",3.0
3,غسل اليدين إلى الكوعين. المضمضة. الاستنشاق والاستنثار. غسل الوجه. مسح الرأس. مسح الأذنين. غسل اليدين إلى المرافقين. غسل الرجلين إلى الكعبين ,2.5
3,النية غسل اليدين للمرافق غسل الرجلين ,0.75
3,"غسل الرجلين و اليدين و الوجه و الرأس
السنن مسح الرأس مسح الاذنين ",1.25
3,النية غسل الوجه البسملة المضمضة,1.0
3,النية غسل الوجه غسل اليدين للمرافق البسملة الاستنشاق والاستنثار ,1.5
3,النية غسل الوجه مسح الرأس البسملة المضمضة غسل الاذنين ,1.5
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل الوجه,1.5
3,النية إقامة الصلاة ايتاء الزكاة صوم رمضان ,0.0
3,النية مسح الرأس غسل الوجه الاستنشاق والاستنثار البسملة ,1.5
3,20,0.0
3,غسل الوجه و اليدين و الرجلين و النية و البسملة و مسح الرأس ,1.5
3,"فرائض الوضوء غسل اليدين و الوجه و الرجلين مسح الرأس 
سننه المضمضة الاستنشاق الاستنثار مسح الاذنين ",1.75
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق ,1.5
3,الفرائض غسل الوجه و الوجه و اليدين ,0.5
3,7,0.0
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق ,1.5
3,النية .غسل اليدين إلى الكوعين . غسل الوجه واليدين إلى المشرفين.  مسح الرأس.  غسل  الرجلين إلى الكعبين .الدلك .الفور,1.75
3,المضمة - الاستنشاق - الاستنثار  غسل اليدين و غسل الرجلين و مسح الىأس ,1.5
3,النية غسل الوجه واليدين والرجلين وسننه مسح الرأس والاذنين ,1.5
3,النيةغسل الوجه غسل اليدين الى المرفقين مسح الراس غسل الرجلين الى الكعبين,1.25
3,النية والبسمة وغسل اليدين الى الكوعين ثلاثا والمضمضة ثلاثا والاستنشاق والاستنثار ثلاثا وغسل الوجه ثلاثاوغسل اليدين الى المرفقين ثلاثا ومسح الرأس ورد مسح الرأس ومسح الاذنين وغسل الرجلين الى الكعبين ثلاثا,2.75
3,"غسل اليدين الى المرفقين المضمضة النية غسل الوجه 
مسح الرأس  غسل الرجلين الى الكوعين 
غسل اليدين الى الكوعين الاستثار الاستنشاق رد مسح الرأس مسح الاذنين ",2.75
3,6,0.0
3,النية غسل الوجه غسل اليدين مسح الرأس غسل الرجلين الفور ,1.5
3,فرائض الوضوء سبعة وهي  النية والدلك والفور غسل الوجه واليدين الى المرفقين ثم مسح الرأس ثم غسل الرجلين الى الكعبين غسل ,1.75
3,غسل اليدين ثلاث مرات و المضمضة و الإستنشاق و غسل اليدين الى المرفق و غسل الوجه و مسح الرأس و الأذنين ا وغسل الرجلين ,1.75
3,غسل اليدين و الرجلين و المضمضة و مسح الرأس و مسح الأذنين و غسل الوجه ,1.5
3,غسل اليدين و الرجلين و المضمضة و الإستنشاق و مسح الرأس و الأذنين و غسل الوجه ,1.75
3,غسل اليدين ثلاث مرات و المضمضة و الإستنشاق و غسل اليدين الى المرفق و غسل الوجه و مسح الرأس و الأذنين ا وغسل الرجلين ,2.0
3,"فرائض الوضوء : النية ، الدلك ، الفور ، غسل الوجه، غسل اليدين الى المرفقين، مسح الرأس، عسل الرجلين الى الكوعين
سنن الوضوء: المضمضة، الإستنشاق، الإستنثار ، رد مسح الرأس ، مسح الأذنين، غسل اليدين الى الكوعين، الترتيب ",3.5
3,النية البسملة غسل اليدين الكعين ثلاث مرات المضمضة الاستنشاق الاستنثار ثلاث مرات غسل الوجه ثلاث مرات غسل اليدين الى المرفقين ثلاث مرات مسح الراس وغسل الرجلين ثلاث مرات ,2.5
3,النية غسل اليدين الي المعين المضم الاستنشاق الاستنثار,1.25
3,النية غسل اليدين الى الكوعين المضمضة الاستنشاق الاستنثار غسل الوجه غسل اليدين الى المرفقين مسح الرأس مسح الاذنين غسل الرجلين الى الكوعين ,2.5
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك الفور,2.25
3,النية البسملة المضمضة الاستنشاق الدلك والفور,1.5
3,النية مسح الرأس غسل الوجه الاستنشاق والاستنثار ,1.25
3,غسل الوجه الاستنشاق والاستنثار البسملة مسح الرأس ,1.25
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق غسل الرجلين إلى الكعبين,1.75
3,النية البسملة غسل الوجه الاستنشاق والاستنثار الدلك والفور ,1.75
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق غسل الوجه الدلك والفور ,2.25
3,الدلك والفور غسل اليدين للمرافق غسل الوجه ,1.0
3,"الفرائض غسل اليدين و الوجه و غسل الرجلين 
السنن المضمضة الاستنشاق الاستنثار ",1.5
3,غسل الوجه غسل اليدين للمرافق مسح الرأس الدلك والفور البسملة ,1.5
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق غسل الوجه ,1.75
3,10,0.0
3,"الفرائض غسل اليدين الوجه الرجلين الرأس
السنن المضمضة الاستنشاق الاستنثار مسح الاذنين ",1.5
3,"الفرائض 7 
السنن 8 ",0.0
3,فرائض الوضوء سبعة وسننه ثلاثة عشر ,0.0
3,النية البسملة الدلك والفور غسل الوجه ,1.25
3,"الفرائض غسل الوجه و اليدين و القدمين و الرأس
",1.0
3,النية الدلك الفور غسل الوجه ,1.0
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق ,1.5
3,الدلك والفور غسل الوجه الاستنشاق والاستنثار ,1.25
3,النية المضمضة الاستنشاق الاستنثار غسل اليدين و الرجلين و الوجه و مسح الرأس و الأذنين ,2.25
3,البسملة المضمضة الاستنشاق والاستنثار ,1.0
3,النية البسملة المضمضة الاستنشاق الدلك والفور ,1.5
3,الدلك والفور ثم غسل اليدين إلى الكعبين والتشهد ,1.0
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق ,1.5
3,النية البسملة غسل اليدين الوجه الرجلين مسح الرأس و مسح الاذنين الدلك ,1.75
3,المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس ,1.25
3,سبعة وهي الدلك الفور غسل الوجه واليدين والرجلين ومسح الرأس ,1.5
3,البسملة غسل اليدين للمرافق مسح الرأس الدلك والفور ,1.25
3,النية البسملة المضمضة الاستنشاق والاستنثار الدلك والفور ,1.75
3,النية البسملة المضمضة الاستنشاق والاستنثار ,1.25
3,الدلك والفور غسل الوجه الاستنشاق والاستنثار ,1.25
3,"الفرائض 7 
السنن 7",0.25
3,البسملة المضمضة الاستنشاق والاستنثار الدلك والفور ر ,1.5
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق ,1.5
3,نية بسملة استنشاق استنثار غسل وجه و اليدين و الرجلين و مسح الرأس و رد مسح الرأس و الدلك و التخليل بين الأصابع ,2.5
3,فرائضه سبعة وسننه ثلاثة عشر,0.25
3,النية البسملة غسل اليدين للمرافق مسح الرأس ,1.0
3,14,0.0
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق ,1.5
3,"غسل الوجه و الرأس و اليدين و الرجلين 
المضمضة الاستنشاق الاستنثار مسح الاذنين
النية البسملة ",2.5
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك والفور ,2.25
3,غسل اليدين الوجه الرجلين مسح الرأس المضمضة الاستنشاق الاستنثار مسح الاذنين الدلك ,2.25
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس ,1.75
3,النية البسملة المضمضة الاستنشاق والاستنثار غسل اليدين للمرافق مسح الرأس الدلك والفور ,2.25
3,المضمضة الاستنشاق الاستنثار مسح الاذنين الدلك غسل اليدين غسل الأرجل غسل الوجه مسح الرأس النية البسملة,2.75
3,فرائض الوضوء سبعة وسننه ثلاثة عشر ,0.25
3,النية البسملة المضمضة الاستنشاق الدلك والفور ,1.5
3,غسل الوجه الاستنشاق والاستنثار البسملة مسح الرأس ,1.5
3,النية الدلك والفور البسملة المضمضة ,1.25
3,النية البسملة المضمضة الاستنشاق الاستنثار مسح الاذنين غسل اليدين الوجه الرجلين ,2.0
3,"فرائض الوضوء سبع وهي:
النية،الدلك، الفور،غسل الوجه، غسل اليدين إلى المرفقين، مسح الرأس، غسل الرجلين. 
وسننه سبع وهي:
،غسل اليدين إلى الكوعين،المضمضة، الاستنشاق،الاستنثار ،رد مسح الرأس،مسح الاذنين، ترتيب الفرائض فيما بينها. ",3.5
3,غسل الوجه وغسل اليدين الى المرفقين ومسح الرأس وغسل الرجلين الكعين ,1.0
3,"فرائضه: النية الدلك الفور مسح الرأس وغسل الرجلين الى الكعبين وغسل اليدين الى المرفقين
سننه : غسل اليدين إلى الكعين ورد مسح الرأس مسح الأذنين والبسملة في الأول",2.5
3,فرائض الوضوء سبع وهي دلك وفور نية في بدئه ولينو رفع حدث أو مفترض . وغسل وجه غسله اليدين ومسح الرأس غسله الرجلين,1.75
3,غسل الوجه واليدين الى المرفقين والرجلين الى الكعبين ومسح الرأس يتضمنهم نية و دلك وفور ,1.75
3,فرائض الوضوء 7 النية الدلك الفور غسل الوجه وغسل اليدين إلى المرافقين ومسح الراس وغسل الرجلين,1.75
3,النية ,0.25
